Tags,Article Content,Date posted,Author
Sena workers protest inside movie hall over no 'Thackeray' poster,"Shiv Sena workers staged a protest inside the premises of a movie hall in Navi Mumbai on Thursday for not displaying 'Thackeray' movie poster. In a video of the incident, the protestors can be seen staging a sit-in protest and shouting slogans. The movie is based on Shiv Sena founder Bal Thackeray and released on Friday. ",25 Jan,Roshan Gupta
Nawazuddin Siddiqui starrer 'Thackeray' hits the theatres,"Nawazuddin Siddiqui starrer 'Thackeray', which released today, ""cannot be considered as one of the best biopics ever created,"" wrote Times Now. ""Nawazuddin is [an] outstanding performer in a film best left alone,"" said NDTV. Koimoi called the film ""an engrossing political drama"". It has been rated 2.5/5 (Times Now), 1.5/5 (NDTV) and 3/5 (Koimoi). ",25 Jan,Arshiya Chopra
Concepts like 'kanya daan' need to change: Screenplay writer Juhi,"Discussing about gender discrimination, screenplay writer Juhi Chaturvedi said at home, concepts like man being head of the family and 'kanya daan' need to change. On women breaking the glass ceiling, Juhi added, ""Let's not break things, let's...create things."" Juhi said issues on #MeToo should make it to the front page of the national dailies, not just gossip sections.",25 Jan,Arshiya Chopra
"Man asks for new Maps feature, Google India responds with shayari","Google India has responded to a viral tweet, where a user complained about a ""missing"" navigation feature on Maps to indicate whether the driver needs to take the flyover or continue on the road below. ""Shukar manate hain aap jaise users ka, jo humein sahi raah dikhaate hain. Behtar bante jaane ka yeh safar rukega nahin, mere humsafar,"" Google said.",25 Jan,Daisy Mowke
We don't sell people's data: Facebook CEO Mark Zuckerberg,"Facebook CEO Mark Zuckerberg has said that ""we don't sell people's data, even though it's often reported that we do"". Zuckerberg explained that doing so would go against Facebook's business interests as the data can be used by rivals to compete for advertising. He further clarified that ""targeting ads based on user interests was different from selling people's data"".",25 Jan,Daisy Mowke
"When PM Modi abuses me, I feel like hugging him: Rahul","Claiming Congress has realised there's ""nothing to gain from hate,"" party President Rahul Gandhi today said, ""I look at Mr (Narendra) Modi and when he abuses me, I feel like giving him a hug."" He added, ""The best thing that's happened to me is the abuse I've got from BJP and RSS. This is the biggest gift they've given me.""",25 Jan,Daisy Mowke
IIT Delhi alumnus' lingerie brand Clovia raises $10 million,"Lingerie retailer Clovia's parent company Purple Panda Fashions has raised $10 million in a fresh funding round led by Singapore-based firm AT Capital. Existing investor IvyCap Ventures also invested about $3 million. Clovia has been operationally profitable and the capital would help expand in tier-2 and tier-3 towns across India, said Co-founder and CEO Pankaj Vermani, an IIT Delhi alumnus.",25 Jan,Daisy Mowke
Zomato hires psychiatrist to counsel delivery executives,"A month after one of Zomato's delivery executives was caught on camera eating from the food he was to deliver, the Gurugram-based food delivery unicorn has hired psychiatrist Dr Rohit Garg to offer counselling to its staff. Zomato had sacked the delivery boy in the viral video after which it was criticised further on social media for poor working conditions.",25 Jan,Gaurav Shroff
19-year-old boy killed 20-year-old aspiring model for refusing sex,"The chargesheet filed in the murder case of 20-year-old aspiring model Mansi Dixit, who was killed in October in Mumbai, revealed that 19-year-old aspiring photographer Syed Muzammil killed her because she refused to have sex with him. After she refused his advances, he hit a wooden stool on her head, molested her when she fell unconscious, and then strangled her.",25 Jan,Gaurav Shroff
Get a loan: US commerce chief to unpaid workers amid govt shutdown,"Amid the ongoing partial government shutdown, US Commerce Secretary Wilbur Ross has told unpaid federal workers to get a loan to meet their expenses. It was ""disappointing"" that some workers were not coming to work, he said. As many as 8 lakh federal workers continue to be unpaid amid the partial government shutdown, which is the longest in US history.",25 Jan,Gaurav Shroff
"Brazil 1st openly gay congressman quits, leaves country over threats","Jean Wyllys, Brazil's first openly gay congressman has announced that he is leaving his job and the country due to death threats. Wyllys said in an interview that violence in Brazil had worsened following the election of President Jair Bolsonaro in October last year. Wyllys' Socialism and Liberty Party said that he'll be replaced by another gay lawmaker, David Miranda.",25 Jan,Gaurav Shroff
Supreme Court upholds India's new insolvency law in its entirety,"The Supreme Court on Friday upheld the constitutional validity of the Insolvency and Bankruptcy Code, 2016, in its entirety. The court said a provision of the law that prevents promoters from regaining control of bankrupt companies was legally valid. However, it clarified that definition of related parties should mean a person connected with the defaulting business, and not relatives.  ",25 Jan,Aarushi Maheshwari
"CBI may probe ICICI, Goldman India CEOs in Kochhar-Videocon case","The CBI has said it may investigate current ICICI Bank CEO Sandeep Bakhshi and Goldman Sachs India co-CEO Sonjoy Chatterjee in the Kochhar-Videocon loan case. They were part of ICICI's sanctioning committees when loans to Videocon Group were approved. Chanda Kochhar has been accused of cheating ICICI of ₹1,730 crore and receiving ""illegal gratification"" through her husband for favouring Videocon. ",25 Jan,Aarushi Maheshwari
Swara Bhasker to launch her production house Kahaaniwaaley,"Swara Bhasker, along with her brother Ishan, will launch her production house Kahaaniwaaley. Confirming the news, Swara said, ""At Kahaaniwaaley, the aim is to support good scripts and filmmakers that have these fresh and powerful stories but they don't get the right platform to showcase them."" Both of them are reportedly working on films and will announce the projects soon.",25 Jan,Gaurav Shroff
"To friendship, love, parenting: Kunal to Soha on anniversary","Wishing wife Soha Ali Khan on their fourth wedding anniversary on Friday, Kunal Kemmu shared their wedding picture and wrote, ""To friendship to love to parenting together. I cherish every step that we take together...Happy anniversary Sohuuu!"" Soha also shared a picture from their wedding and wrote, ""Four years and a promise of forever...it only gets stronger.""",25 Jan,Gaurav Shroff
Women don't need to prove themselves to anyone: Shilpa Shetty,"Shilpa Shetty has said that women don't need to prove their capabilities to anyone. ""God himself has given us females, the power to carry out his job of bringing new life into this world. He chose us because we are stronger,"" she added while judging a dance show. One of the acts highlighted the challenges that women face.",25 Jan,Gaurav Shroff
Taking up risky roles has now become the norm: Tabu,"Speaking about how the film industry has evolved over time, actress Tabu said that while it was less acceptable to take up ""risky"" roles 20 years ago, it has now ""become the norm"". ""Actors are getting exciting parts to play, which are not unidimensional,"" she added. Tabu further said that actors today are open to ""experimenting"" with their film choices. ",25 Jan,Gaurav Shroff
Umesh picks 12 wkts as Vidarbha reach 2nd straight Ranji final,Indian pacer Umesh Yadav picked up 12 wickets to help his side Vidarbha beat Kerala and reach their second straight Ranji Trophy final. Vidarbha won by an innings and 11 runs after the match ran for a total of four-and-a-half sessions and 106 overs. Vidarbha will face the winner of the semifinal between Saurashtra and Karnataka.,25 Jan,Arshiya Chopra
Windies Women's captain refuses to go to Pak for T20I series,Windies Women's team captain Stafanie Taylor has refused to travel to Pakistan for an upcoming three-match T20I series between the two teams. Taylor's predecessor Merissa Aguilleira will step in as the skipper for the T20Is that will be played in Karachi between January 31 and February 3. Taylor will rejoin the team for the ODI series in Dubai.,25 Jan,Arshiya Chopra
MNF can leave NDA over Citizenship Bill: Mizoram CM,"Mizoram Chief Minister Zoramthanga on Thursday said that the Mizo National Front (MNF) ""would withdraw its support to NDA"" if the Citizenship (Amendment) Bill is not revoked. ""The bill...doesn't value the historic Mizo accord signed between India and the erstwhile underground MNF,"" he added. He further said that PM Narendra Modi has been informed about their opposition to the bill.",25 Jan,Nandini Sinha
"RSS mother ship of BJP, wants to control institutions: Rahul","Addressing 'The Odisha Dialogue' programme in Bhubaneswar, Congress President Rahul Gandhi on Friday called RSS ""mother ship of the BJP"". ""RSS...believes it is the only institution in the country. They want to penetrate into all other institutions and control them,"" he added. He further said that Congress ""respects decentralisation, independence of institutions and constitutional advances"".",25 Jan,Nandini Sinha
